source,target
511095944,8
1971514244,3
718053505441861632,5
275608058,5
1249787973220151297,4
702101629,5
792600481,10
103365545,5
1348317832845651969,2
1134829560317562881,9
1458827680334237700,10
1453323654113239050,5
902951520,4
1458815558728790019,10
76015044,10
1283141803408011264,10
1458841118779576322,10
1196941608710787072,6
150406589,3
970855000539910144,10
332472455,4
2457076724,3
976966984867942405,5
1142123026651258881,5
1458837530372198406,10
1343969777954545664,4
1443427396246458371,9
1443376806166466560,5
1443371886541426698,7
1444290490694782980,10
1443997774249398305,5
1453942964665806849,3
1458843990594306058,10
1454597564163137540,10
1387536525932568581,7
1445578452015386624,10
1461327060526325771,1
1445598208156123136,9
1458528295948103683,10
1461077377904164878,10
848592595,7
1389575684335493127,5
1445593041083912204,10
1445585873408458752,5
1454569569587171342,5
1398310748271616006,5
181274428,5
1458815558728790019,3
1458841118779576322,5
1458837530372198406,4
1383542084813033480,10
2543803676,8
1418988351500300290,4
575372655,5
114523162,4
150013773,3
2873984648,4
618512544,5
83731455,10
3116856718,5
1441258013239615492,5
1433783572440227840,3
1454551133242937345,10
1454555013884387330,10
1267599568579047425,4
870847836,5
1338004218146381824,5
2431998675,4
1385404149957808128,10
1445600451076837385,10
1665902689,3
1445591857132494848,5
180813037,4
1454529224317014022,9
1449852157683978243,5
1384981471274967043,5
2423053533,3
1181612554403143680,7
1483899794,4
142493289,10
1361785698962055170,5
1185662986595295235,1
925037383694934017,8
1367917215400464386,5
1393307284235751428,5
1393307284235751428,7
1443424370001653765,7
1400225625194086403,5
1412091352205217792,7
1385365499647860737,7
1401649561949642763,5
1443366974122250244,5
1448844729576218624,10
1453939444042526729,10
1441254338031063043,7
1441609569784852481,10
1441262823259049985,10
1448393323127902215,5
1458827680334237700,6
1458815558728790019,5
1448319280018345986,5
1441251111663390721,7
1440342843940212743,9
758396144326246402,4
932618955079999489,2
227788747,9
227788747,9
1441852526903496709,5
1441259177335164930,7
2886417911,1
1386436077335064580,7
107458287,10
1454525121876615176,5
2185172454,8
1454547577735716866,5
2443109097,9
808804434046230528,5
1454552347665895424,10
808142112852164608,10
519997520,8
1382153129702133761,10
1382153129702133761,10
1454599950797574146,10
902979612,10
1454580292983853057,10
1323897550412369920,5
1441099414739636226,5
1402603916819316741,5
1176264650314407936,7
2530273886,6
1404793266537648128,1
893580144,5
1359976423243603974,8
1151728763815845888,7
1383093213955817475,9
1451169343547613187,5
1093835732,5
1461349035806117914,10
1461327060526325771,10
1461327060526325771,5
999028198863261696,7
1442517143661080689,1
1293943755691655172,3
1461318937195556865,5
2612723992,5
1304448905803968512,7
848368682669572097,5
1261717817533087746,5
1454583311515463683,7
547198717,3
1443430400831934464,4
1443430400831934464,5
1443376806166466560,4
1485636685,9
1390189095645810693,9
2979776325,3
1443432097226571779,9
1394081173526155267,3
1448694120524963842,7
1382153129702133761,10
955503910797574144,4
1248980769474859008,7
890307571,3
983064701310513152,8
230938600,2
2679427084,5
101602037,4
1147549117389955072,5
1461850369907167235,10
187022852,10
1181758368429596672,10
891007205666959360,2
313023917,5
1461826137877843968,10
309146533,9
1443427396246458371,7
1443424370001653765,5
1400225625194086403,9
1383915822003879937,10
1412091352205217792,9
1385365499647860737,6
1380950148117843969,5
1401649561949642763,3
1444290490694782980,10
1453939444042526729,5
1441254338031063043,3
1441263325799612416,10
1458827680334237700,10
1448319280018345986,10
1441251111663390721,7
1441852526903496709,9
214545266,4
2781640756,5
1245550496779317251,8
1200084435665850368,7
1449852157683978243,10
113465379,5
1441099414739636226,10
1454558723423326209,5
1412207700998492161,10
1323897550412369920,2
1237945049528315904,3
326838790,8
295947212,5
142523326,2
1443833268,5
1454563351363821568,6
3231889576,9
285016204,5
1754067031,3
260516886,1
702101629,3
1461318937195556865,10
1417624537655648256,3
568728043,7
888122781753237504,5
218253013,4
1434621257450987523,4
232046767,5
1304448905803968512,7
1082457690679533568,9
90681058,5
1261717817533087746,5
1220906168828211201,8
112289128,4
627926794,7
1442285950726336518,5
243812902,3
68511184,7
1443376806166466560,9
1443430400831934464,5
1443430400831934464,10
1485636685,5
4171595895,5
1264032210929270784,5
1443432097226571779,5
2993178855,4
74385725,10
