id,label
747,CentralesObrerasVendidas
748,uribistas
749,PetroMiPresidente2022
750,NoMasUribeNoMasDuque
751,NOMASFICO1
752,CartelDelPopulismoSocialista
753,NoMasDeLoMismo
754,DemagogiaUribista
755,2022nuevacolombia
756,OjoConEl22
757,matarife
758,populismo
759,CarniceroDelUberrimo
760,uribeparacoHpta
761,CreditoPopular
762,fondoDePensiones
763,bancaPublica
764,LosPrivados
765,verdaderoEmpredor
766,buenasNoches
767,SeñorMasacre
768,COVID19
769,gracias
770,grancolombiano
771,yosoycabal
772,pandemia
773,narcopolítico
774,yosoyCabal
775,CerdoPresidente
776,Uribestia
777,SoyCabalCienPorCiento
778,GRANCOLOMBIANO
779,SalarioMinimo
780,carteldemedellin
781,SINODIOS
782,uribepresoya
783,COBARDE
784,panaca
785,ElKakasNoSeraPresidente
786,UribeGenocida
787,UribeLeTieneMiedoALaJEP
788,SOYCABAL
789,fakenews
790,uribeacorralado
791,UribeAsesino
792,UribeImputadisimo
793,UribeFalsoPositivo
794,UribeElPatronDelMal
795,YoVotoPorFico
796,HamponDePetro
797,Tibio
798,PapeletaParaRevocaJepYCortes
799,ColombiaSinBandidos
800,Gatalia
801,ElPeorPresidenteDeLaHistoria
802,PorZuluagaNoVoto
803,Zuluaga
804,Novotareporellos2022
805,GranColombiano
806,Reprobado
807,yovotariamariafernandacabal
808,NoMásCentroDemocratico
809,Lecreerasumadre
810,SoyDeDerecha
811,ivanduquedictador
812,quiendiolaorden
813,UribeHpta
814,Corrupción
815,titiritero
816,Yanolecreo
817,ElUribismoEsUnCartel
818,Centronarcocratico
819,VamosPaLante
820,ElQueDijoUribe
821,NidoDeRATAS
822,UribeCobarde
823,diasiniva
824,NOMASURIBE
825,MuyRelajados
826,Curules
827,Señores
828,nadie
829,matarifecinicomalparidoparaco
830,DespiertaColombia
831,Educación
832,Salud
833,Salario
834,nomasuribe
835,6402falsospositivos
836,uribegenocida
837,retiresedelapoliticaya
838,DefendamosAlMagdalena
839,UribismoAgoniza
840,NoMasUribe
841,CastroChavista
842,DejaVu
843,uribeestasenil
844,UribeSomosCabal
845,Retírese
846,ViejoMamon
847,20años
848,rabodepaja
849,falsospositivos
850,SábadosFelices
851,Gamin
852,yanolecreemos
853,NobelbrechtSantos
854,HagaleCabal
855,FalsosPositivos
856,RoyBarreras
857,UribeAcorralad
858,Delaware
859,curramba
860,6402Razones
861,SeVan2022
862,CORRUPTION
863,Genocida
864,cinico
865,NiunVotoParaelUribismo
866,AUVelez
867,Presidente2022
868,NoMienta
869,UribeTieneLaRazón
870,VIVALALIBERTADCARAJO
871,UribeTieneLaRazon
872,NoMásUribismoEnColombia
873,Encanto
874,Chavez
875,LaApuestaDeUribe
876,OdebrechtMan
877,FelizSabadoATodos
878,FelizSabado
879,ElFinDeLaInfamia
880,Narcoparamilitar
881,NeoNarcoParaPolitiqueria
882,ESMAD
883,Uribestias
884,Matarife6402FalsosPositivos
885,SeñorParacoDejeAlPaisEnPaz
886,EstoyConPetro
887,UribeNarcoGenocida
888,CulebreroPARACO
889,MATARIFE
890,RechazamosLaViolencia
891,podcast
892,ojoconel22
893,Uribetienemiedo
894,ÉL
895,noseexpropiamivoto
896,terror
897,unavergüenzanacionales
898,CaicedoRenuncie
899,Descarados
900,TateQuieto
901,ElCarteldeLaSaludesIMPARABLE
902,uElClanCaicedoROBANDOesimparable
903,ElClanCaicedoROBANDOesimparable
904,Reactivación
905,Hampon
906,PetroEsHambre
907,PetroEsMiseria
908,Petrohp
909,FelizMiercoles
910,PetroHamponElPuebloNoEsHuevon
911,Paridos
912,pendejos
913,SueltalaLaticaBenedetti
914,UnaVelitaPorLaPaz
915,PetroEsUnTramposo
916,PetroNoSeraPresidente
917,PetroHampónElPuebloNoEsGüevón
918,IzquierdaEsDelicuencia
919,CastroUribismo
920,procuraduriadebolsillo
921,diadelavelitas
922,IndependientesAlCMJ
923,SOSColombiaDDHH
924,pobrezaes
925,FelizJuevesATodos
926,UnMentirosoEs
927,SOSColombiaNosEstanMatando
928,FarcAsesinos
929,FarcParenLasMasacres
930,quehahechoivan
931,GustavoBooivarFalsiario
932,GustavoBolivarCorrupto
933,trabajenvagos
934,petropresidente2022
935,Congreso5586
936,TeletonDeVotosPH
937,BolivarSoyYo
938,IzquierdaMiserable
939,petrohamponelpueblonoesguevon
940,uribismo
941,Dolor
942,carcelomuerte
943,farcterroristas
944,18841MilitaresAsesinados
945,IzquierdaMiserableyTerrorista
946,Laviejaesa
947,VagoEnredadorFantoche
948,OllasComunitarias
949,Súmate
950,Vamos
951,Mal
952,Parido
953,DeFicoPienso
954,malditacuerdanarcoterroristaminga
955,Cabalmerepresenta
956,PandoraLeaks
957,MasterChefCelebritycolombia
958,MeAsustaQue
959,AColombiaLeFalta
960,SOSPor
961,CasoUribeEs
962,NoNosSorprende
963,HacerseElLocoEs
964,RespetemosAlCerdo
965,ElTiranoExpropiador
966,YoMeRebelo
967,reformaTributaria
968,noalacensura
969,HaceFalta
970,MissUniverse2021
971,UribeElGranColombiano
972,uribecobarde
973,CoronellArdido
974,ElCambioEs
975,hollmansenador
976,HumanRightsDay
977,Justicia
978,colombiaesta
979,UnBuenNegocioEs
980,UribistaDesmovilizate
981,NoMasUribeNiUribismo
982,AlRegistradorLeDigo
983,NidoDeRatas
984,leydegarantias
985,UnaVulgaridadEs
986,UnaMentiraEs
987,TomaEssa
988,VocesySonidos
989,NosFrena
990,EsAterrador
991,EstallidoSocial
992,UnaRataApestosaEs
993,DiaSinIvaEs
994,VivaporsiemprelaMinga
995,VivaColombia
996,somosMinga
997,MingaTraqueta
998,MilicianoViolencia
999,MingaCocaleros
1000,SinVerguenza
1001,UnaVelaPor
1002,UnaVergueenzaNacionalEs
1003,Embera
1004,IndigenousLivesMatter
1005,London
1006,ParisInLove
1007,Barcelona
1008,Smile
1009,MineriaFueraDeJerico
1010,NoToMining
1011,narcos
1012,genocidas
1013,nosvemosenel2022
1014,ResguardosLibresdeCultivosIlicitos
1015,PocaLucha
1016,Venezuela
1017,cuba
1018,PetroEsUnHampon
1019,bogotá
1020,DejenCamellar
1021,presupuesto
1022,primerainfancia
1023,contratistas
1024,HumbertoDeLaCalle
1025,LosGalán
1026,AlejandroGaviria
1027,Fajardo
1028,encontradeabudinear
1029,abudinear
1030,abudineadora
1031,malditouribismo
1032,Abudinear
1033,SinMiedo
1034,NoticiasUno
1035,justiciaparamauroymarleny
1036,Huila
1037,LaBúsquedaEsContigo
1038,MargaritaCabello
1039,CORRUPCION
1040,mafias
1041,CensuraEs
1042,NoMasCensura
1043,Dictadura
1044,NoticiasUnoAlAire
1045,ProcuradoraProvincial
1046,LeCreeraSuMadre
1047,ProcuraduriaRegional
1048,ProcuraduriaRegionalMeta
1049,Vichada
1050,EAPB
1051,ESE
1052,AlertasTempranas
1053,Sanitas
1054,FelizViernesATodos
1055,NomasUribismoenColombia
1056,CORRUPCIÓN
1057,DAÑOS
1058,HIDROITUANGO
1059,HIPOCRITA
1060,fuerza
1061,ElCambioEsAhora
1062,NoMasCorrupción
1063,NoMasCd
1064,FirmeConCabalAa
1065,narcoparauribista
1066,GustavoPetro
1067,PetroTúPapá
1068,CarnéNazi
1069,CDRoboCandidaturaCabal
1070,OspinaDeberiaIrPreso
1071,SoyUribistaPeroNoVotoPorOIZ
1072,NoSaltoPorqueMeDiganSalte
1073,NoMasJEP
1074,NoMasComunismo
1075,NoMasFarcEnCongreso
1076,ColombiaDijoNOalNarcoAcuerdo
1077,VivaLaDemocracia
1078,HágaleZuluaga
1079,PapaEstado
1080,FirmeConCabal
1081,ZuluagaEs
1082,JóvenesCabal
1083,SiempreCabal
1084,SomosCabal
1085,PierdeElPais
1086,PerdemosLosCiudadanos
1087,Nobelbrecht
1088,MasCaidoQue
1089,VotemosBien
1090,CongresoCon55
1091,UribeHamponCorruptoyLadron
1092,Antro
1093,FelizMartesATodos
1094,30Noviembre
1095,PíldoraParaLaMemoria
1096,TerrorismoSeVolvió_Legal
1097,SerPobreEsPecado_Mortal
1098,SerHonesto_Trabajador
1099,SanJuanPabloII
1100,Vaguil
1101,ElCongresistaMasVagoDeLaHistoria
1102,BarguilElPropioImbécil
1103,coalicióndelaexperiencia
1104,VentaDeBuses
1105,ElÚnico
1106,MilManerasDeMentir
1107,Mevalenvergalosecosistemas
1108,ConTerrosristasNoSeNegocia
1109,ColaciónDeLaExperiencia
1110,PetristaFarcSantista
1111,AutoproclamanDeCentro
1112,CentroIzquierda
1113,NarcoTerrotistaFarcEln
1114,LasUrnasTienenMemoria
1115,LaCagastePeñalosa
1116,SpolierAlert
1117,GanaCabal
1118,NOTICIA
1119,SistemaElectoralMixto
1120,LoQueHayQueLeer
1121,HdlaCPayaso
1122,HumbertoElCínico
1123,TiemblaLaIzquierda
1124,DrCianuro
1125,narcoterroristas
1126,ColombaHumana
1127,Descarado
1128,GalánEsLaEsperanza
1129,ConversacionesDePaís
1130,Galán
1131,esperenza
